standard,girder_index,rule_id,combination_name,traffic_action,governing_components,moment_knm,shear_kn,torsion_knm,moment_source_case_id,shear_source_case_id,torsion_source_case_id,factors_json
BS 5400,6,bs_combination_3_sls_ha,BS 5400 combination 3 SLS (ha),ha,,1124.3051191676782,310.89662688464273,39.008824691328584,179,205,178,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,6,bs_combination_3_sls_hb,BS 5400 combination 3 SLS (hb),hb,,1493.3078136402298,512.11666391725998,81.186866584093423,135,126,143,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,6,bs_combination_3_sls_ha_hb,BS 5400 combination 3 SLS (ha_hb),ha_hb,moment;shear;torsion,1527.3782565073059,516.07754777610648,84.935581527759496,832,678,746,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_1_uls_ha,BS 5400 combination 1 ULS (ha),ha,,1233.4478350820502,300.86669424401225,41.27139051347595,26,27,178,"{""other_superimposed"": 1.2, ""primary_live"": 1.5, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_1_uls_hb,BS 5400 combination 1 ULS (hb),hb,shear,1410.206363772857,335.43094776062736,63.683621800490101,144,144,144,"{""other_superimposed"": 1.2, ""primary_live"": 1.3, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_1_uls_ha_hb,BS 5400 combination 1 ULS (ha_hb),ha_hb,moment;torsion,1415.3038918346801,333.06189211542221,68.367030728593889,760,760,754,"{""other_superimposed"": 1.2, ""primary_live"": 1.3, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_1_sls_ha,BS 5400 combination 1 SLS (ha),ha,,1037.2562092421103,254.15947304226867,33.017112410780761,26,27,178,"{""other_superimposed"": 1.0, ""primary_live"": 1.2, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_1_sls_hb,BS 5400 combination 1 SLS (hb),hb,shear,1200.7968015860822,285.83825670243135,53.886141523491624,144,144,144,"{""other_superimposed"": 1.0, ""primary_live"": 1.1, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_1_sls_ha_hb,BS 5400 combination 1 SLS (ha_hb),ha_hb,moment;torsion,1205.1100945614712,283.83367115648855,57.849026001117913,760,760,754,"{""other_superimposed"": 1.0, ""primary_live"": 1.1, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_2_uls_ha,BS 5400 combination 2 ULS (ha),ha,,1182.9800892840615,292.08408343863766,34.392825427896625,26,27,178,"{""other_superimposed"": 1.2, ""primary_live"": 1.25, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_2_uls_hb,BS 5400 combination 2 ULS (hb),hb,shear,1336.4271324684355,322.00634493772543,53.886141523491624,144,144,144,"{""other_superimposed"": 1.2, ""primary_live"": 1.1, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_2_uls_ha_hb,BS 5400 combination 2 ULS (ha_hb),ha_hb,moment;torsion,1340.7404254438245,320.00175939178263,57.849026001117913,760,760,754,"{""other_superimposed"": 1.2, ""primary_live"": 1.1, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_2_sls_ha,BS 5400 combination 2 SLS (ha),ha,,996.88201260371943,247.133384397969,27.5142603423173,26,27,178,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_2_sls_hb,BS 5400 combination 2 SLS (hb),hb,shear,1163.9071859338715,279.12595529098036,48.987401384992381,144,144,144,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_2_sls_ha_hb,BS 5400 combination 2 SLS (ha_hb),ha_hb,moment;torsion,1167.8283613660433,277.30360479466873,52.590023637379915,760,760,754,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_3_uls_ha,BS 5400 combination 3 ULS (ha),ha,,1182.9800892840615,292.08408343863766,34.392825427896625,26,27,178,"{""other_superimposed"": 1.2, ""primary_live"": 1.25, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_3_uls_hb,BS 5400 combination 3 ULS (hb),hb,shear,1336.4271324684355,322.00634493772543,53.886141523491624,144,144,144,"{""other_superimposed"": 1.2, ""primary_live"": 1.1, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_3_uls_ha_hb,BS 5400 combination 3 ULS (ha_hb),ha_hb,moment;torsion,1340.7404254438245,320.00175939178263,57.849026001117913,760,760,754,"{""other_superimposed"": 1.2, ""primary_live"": 1.1, ""structural_dead"": 1.15, ""surfacing"": 1.75}"
BS 5400,7,bs_combination_3_sls_ha,BS 5400 combination 3 SLS (ha),ha,,996.88201260371943,247.133384397969,27.5142603423173,26,27,178,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_3_sls_hb,BS 5400 combination 3 SLS (hb),hb,shear,1163.9071859338715,279.12595529098036,48.987401384992381,144,144,144,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
BS 5400,7,bs_combination_3_sls_ha_hb,BS 5400 combination 3 SLS (ha_hb),ha_hb,moment;torsion,1167.8283613660433,277.30360479466873,52.590023637379915,760,760,754,"{""other_superimposed"": 1.0, ""primary_live"": 1.0, ""structural_dead"": 1.0, ""surfacing"": 1.2}"
